,index,Length,Processed_Text,labels
4009,4009,161,wan2 win meet greet westlife 4 u m8 currently tour 1 unbreakable 2 untamed 3 unkempt text 1 2 3 83049 cost 50p std text,1
4010,4010,149,please call customer service representative freephone 0808 145 4742 9am 11pm guaranteed 1000 cash 5000 prize,1
4011,4011,30,discussed mother ah,0
4012,4012,3,ok,0
4013,4013,61,sorry text amp drive coherently see twenty,0
4014,4014,73,receiving week triple echo ringtone shortly enjoy,1
4015,4015,39,place get room cheap,0
4016,4016,103,eek lot time especially since american pie like 8 minute long stop singing,0
4017,4017,48,gran onlyfound afew day ago cusoon honi,0
4018,4018,159,u selected stay 1 250 top british hotel nothing holiday valued 350 dial 08712300220 claim national rate call bx526 sw73ss,1
4019,4019,34,university southern california,0
4020,4020,37,pick rayan macleran,0
4021,4021,89,u gd lor go shopping got stuff u wan 2 watch infernal affair come lar,0
4022,4022,31,well ball time make call,0
4023,4023,22,wat time wan today,0
4024,4024,36,lt gt mca conform,0
4025,4025,23,oh ok wat ur email,0
4026,4026,45,yes princess going make moan,0
4027,4027,42,lol ok remember til last nite,0
4028,4028,40,anyway many good evening u,0
4029,4029,28,cool text,0
4030,4030,84,sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0
4031,4031,52,happy babe woo hoo party dude,0
4032,4032,78,taking italian food pretty dress panty,0
4033,4033,54,wot u 2 thout u gon na call txt bak luv k,0
4034,4034,159,chosen receive 350 award pls call claim number 09066364311 collect award selected receive valued mobile customer,1
4035,4035,23,holding,0
4036,4036,93,dont flatter tell man mine two pint carlin ten minute please,0
4037,4037,24,hope scared,0
4038,4038,51,cant pick phone right pls send message,0
4039,4039,22,home n ready,0
4040,4040,149,please call customer service representative freephone 0808 145 4742 9am 11pm guaranteed 1000 cash 5000 prize,1
4041,4041,23,time u get,0
4042,4042,65,literally bed like lt gt hour,0
4043,4043,21,yes reg ciao,0
4044,4044,29,mean website yes,0
4045,4045,47,win 1000 cash prize prize worth 5000,1
4046,4046,156,thanks ringtone order reference number x49 mobile charged 4 50 tone arrive please call customer service 09065989182,1
4047,4047,66,lol could starve lose pound end day,0
4048,4048,32,yeah impression got,0
4049,4049,34,ok ok take care understand,0
4050,4050,153,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,0
4051,4051,23,ya ok dinner,0
4052,4052,32,slept time,0
4053,4053,69,dont make ne plan nxt wknd coz want u come ok,0
4054,4054,180,school starting stay weather like food social support system like friend school thing important,0
4055,4055,255,ha ha nan yalrigu heltini iyo kothi chikku u shared many thing wit far told body even uttered word abt u ur trusting much tell others plz nxt time dont use word ok chikku b,0
4056,4056,31,noice text,0
4057,4057,59,hi di yijue meeting 7 pm esaplanade tonight,0
4058,4058,156,moby pub quiz win 100 high street prize u know new duchess cornwall txt first name 82277 unsub stop 1 50 008704050406 sp,1
4059,4059,159,week savamob member offer accessible call 08709501522 detail savamob pobox 139 la3 2wu 1 50 week savamob offer mobile,1
4060,4060,138,aight set free think could text blake address occurs quite sure thought,0
4061,4061,67,hi dear saw dear happy battery low,0
4062,4062,37,age abj,0
4063,4063,122,prof passed paper sem congrats student enna kalaachutaarama prof gud mrng,0
4064,4064,29,dont kick coco,0
4065,4065,97,fyi gon na call sporadically starting like lt gt bc doin shit,0
4066,4066,149,contacted dating service someone know find call mobile landline 09064017305 pobox75ldns7,1
4067,4067,141,tb persolvo chasing u since sept 38 definitely paying thanks information ignore kath manchester,1
4068,4068,76,hope much fun without see u tomorrow love jess x,0
4069,4069,84,ok wont call disturb one know avoiding burden,0
4070,4070,56,reached home n bathe liao u call,0
4071,4071,106,loan purpose even bad credit tenant welcome call noworriesloans com 08717111821,1
4072,4072,36,actual exam harder nbme,0
4073,4073,84,lot sickness thing going round take easy hope u feel better soon lol,0
4074,4074,128,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend 4u,0
4075,4075,114,87077 kick new season 2wks free goal news ur mobile txt ur club name 87077 eg villa 87077,1
4076,4076,96,hey sathya till dint meet even single time saw situation sathya,0
4077,4077,35,gam gone outstanding inning,0
4078,4078,46,played smash bros lt gt religiously,0
4079,4079,276,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,0
4080,4080,25,hurry home soup done,0
4081,4081,46,check room befor activity,0
4082,4082,153,good afternoon love good see word ym get tm smart move slave smile drink coffee await,0
4083,4083,74,quite ok bit ex u better go eat smth else feel guilty,0
4084,4084,154,orange brings ringtones time chart hero free hit week go ringtones pic wap stop receiving tip reply stop,1
4085,4085,27,lem know,0
4086,4086,148,private 2003 account statement 07973788240 show 800 un redeemed point call 08715203649 identifier code 40533 expires 31 10 04,1
4087,4087,63,need stop going bed make fucking dealing,0
4088,4088,147,love brother time talk english grin say hey muhommad penny say hello across sea,0
4089,4089,135,tried call reply sm video mobile 750 min unlimited text free camcorder reply call 08000930705,1
4090,4090,154,hey doc pls want get nice shirt hubby nice fiting one budget lt gt k help pls load card abi hw keep posted luv 2 mj,0
4091,4091,70,remain unconvinced elaborate test willpower,0
4092,4092,163,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng,0
4093,4093,24,miss,0
4094,4094,85,answerin phone actually pretty reasonable hour sleepy,0
4095,4095,49,hey rite u put evey mnth,0
4096,4096,26,going bed prin,0
4097,4097,48,think see tomo,0
4098,4098,35,u dun drive go 2 sch,0
4099,4099,24,home lei,0
4100,4100,167,gsoh good spam lady u could b male gigolo 2 join uk fastest growing men club reply oncall mjzgroup 08714342399 2stop reply stop msg 1 50rcvd,1
4101,4101,49,ok come ur home half hour,0
4102,4102,132,u secret admirer looking 2 make contact u find r reveal think ur special call 09058094599,1
4103,4103,48,u hav frnd name ashwini ur college,0
4104,4104,80,jus finish lunch way home lor tot u dun wan 2 stay sch today,0
4105,4105,39,k 2marrow coming class,0
4106,4106,122,hot live fantasy call 08707500020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
4107,4107,29,pls send address sir,0
4108,4108,32,want lick pussy,0
4109,4109,75,yo gon na still stock tomorrow today trying get dubsack,0
4110,4110,141,urgent mobile number awarded ukp 2000 prize guaranteed call 09061790125 landline claim 3030 valid 12hrs 150ppm,1
4111,4111,25,see prolly yeah,0
4112,4112,60,thought could go dinner treat seem ok,0
4113,4113,154,stand away heart ache without wonder crave,0
4114,4114,230,sorry never hear unless book one kinda joke thet really looking skinny white girl one line much camera something like casting look,0
4115,4115,27,,0
4116,4116,94,sure thing big man hockey election 6 go longer hour though,0
4117,4117,87,watch lor saw swatch one thk quite ok ard 116 need 2nd opinion leh,0
4118,4118,116,hiya u like hlday pic looked horrible took mo hows camp amrca thing speak soon serena,0
4119,4119,126,babe go day miss already love loving kiss hope everything go well,0
4120,4120,28,yunny goin late,0
4121,4121,160,doc prescribed morphine cause pain med enough waiting mom bring med kick fast gon na try later,0
4122,4122,60,cool want go kappa meet outside mu,0
4123,4123,153,hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe,0
4124,4124,55,may b approve panalam post,0
4125,4125,157,spjanuary male sale hot gay chat cheaper call 08709222922 national rate 1 5p min cheap 7 8p min peak stop text call 08712460324 10p min,1
4126,4126,22,sorry call later,0
4127,4127,42,dont thnk wrong calling u,0
4128,4128,36,workin get job,0
4129,4129,34,done mean,0
4130,4130,77,ur luck love someone ur fortune love one love u,0
4131,4131,147,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx,0
4132,4132,152,freemsg today day ready horny live town love sex fun game netcollex ltd 08700621170150p per msg reply stop end,1
4133,4133,55,yahoo boy bring perf legal,0
4134,4134,54,need say anything know outsider,0
4135,4135,34,ever one foot,0
4136,4136,22,got lt gt,0
4137,4137,111,good need receipt done yes please tell number could ring,0
4138,4138,160,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,0
4139,4139,89,leave wif lar wan carry meh heavy da num 98321561 familiar,0
4140,4140,153,beautiful truth expression face could seen everyone depression heart could understood loved one gud ni8,0
4141,4141,67,infact happy new year seeing,0
4142,4142,146,simpson movie released july 2007 name band died start film green day b blue day c red day send b c,1
4143,4143,48,shame maybe cld meet hr tomo,0
4144,4144,57,lol would despite cramp like girl,0
4145,4145,161,wait cornwall hope tonight bad well rock night shite anyway going kip good night speak soon,0
4146,4146,139,pls help tell sura expecting battery hont pls send message download movie thanks,0
4147,4147,160,please call amanda regard renewing upgrading current mobile handset free charge offer end today tel 0845 021 3680 subject c,1
4148,4148,158,found way get another app phone eh go net cafe take job geeee need babe crave see,0
4149,4149,90,work mon thurs sat cant leh booked liao day u free,0
4150,4150,29,comin fetch u oredi,0
4151,4151,22,nanny address,0
4152,4152,161,urgent 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh 1 50 pm max10mins,1
4153,4153,38,haf u eaten wat time u wan 2 come,0
4154,4154,144,want new video phone 750 anytime network min half price line rental free text 3 month reply call 08000930705 free delivery,1
4155,4155,92,yo call get chance friend mine wanted ask big order,0
4156,4156,84,single single answer fighting plus said broke didnt reply,0
4157,4157,74,certainly put thing perspective something like happens,0
4158,4158,40,got tv 2 watch meh u work today,0
4159,4159,63,felt conveying reason ese,0
4160,4160,154,mobile 11 month u r entitled update latest colour mobile camera free call mobile update co free 08002986030,1
4161,4161,134,going got exciting karaoke type activity planned debating whether play football eve feeling lazy though,0
4162,4162,35,told coming wednesday,0
4163,4163,35,ok called mom instead fun,0
4164,4164,112,dear voucher holder claim week offer pc please go http www wtlp co uk text t c apply,1
4165,4165,54,well desperate call armand,0
4166,4166,27,work right,0
4167,4167,157,congrats nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx,1
4168,4168,111,heard anything answering text guessing flaked said jb fantastic,0
4169,4169,157,mmmmmm love much ahmad wait year begin every second take closer side happy new year love,0
4170,4170,124,pls full name joke school co fee university florida seem actually lt gt k pls holla back,0
4171,4171,22,sorry call later,0
4172,4172,77,ok said got wisdom teeth hidden inside n mayb need 2 remove,0
4173,4173,37,pls pls drink plenty plenty water,0
4174,4174,71,queen going royal wedding,0
4175,4175,74,lag sad part keep touch thanks skype,0
4176,4176,28,ok lor go tog lor,0
4177,4177,34,two team waiting player,0
4178,4178,35,send copy da report,0
4179,4179,67,swhrt u dey hope ur ok tot u 2day love n miss take care,0
4180,4180,41,ok da already planned wil pick,0
4181,4181,144,urgent please call 0906346330 abta complimentary 4 spanish holiday 10 000 cash await collection sae c box 47 po19 2ez 150ppm 18,1
4182,4182,33,sorry call later meeting,0
4183,4183,83,really need shit tomorrow know awake like 6,0
4184,4184,38,good registered vote,0
4185,4185,61,hmm ok stay like hour co eye really sore,0
4186,4186,32,dear got bus directly calicut,0
4187,4187,62,mm umma ask vava also come tell play later together,0
4188,4188,79,well general price lt gt oz let know much want,0
4189,4189,22,sorry call later,0
4190,4190,158,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find today good morning,0
4191,4191,37,lt gt w jetton ave forgot,0
4192,4192,23,ok coming home,0
4193,4193,43,use foreign stamp country,0
4194,4194,149,double min txts 4 6months free bluetooth orange available sony nokia motorola phone call mobileupd8 08000839402 call2optout n9dx,1
4195,4195,108,sorry lot friend friend stuff talk actual guy want buy,0
4196,4196,158,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w45wq norm150p tone 16,1
4197,4197,155,want funk ur fone weekly new tone reply tones2u 2 text www ringtones co uk original n best tone 3gbp network operator rate apply,1
4198,4198,148,cmon babe make horny turn txt fantasy babe im hot sticky need reply cost 1 50 2 cancel send stop,1
4199,4199,23,come tomorrow di,0
4200,4200,81,wylie update weed dealer carlos went freedom class lunsford,0
4201,4201,154,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,0
4202,4202,85,c movie juz last minute decision mah juz watch 2 lar tot interested,0
4203,4203,54,enjoying semester take care brother,0
4204,4204,157,important information 4 orange user 0796xxxxxx today ur lucky day 2 find log onto http www urawinner com fantastic prizeawaiting,1
4205,4205,22,get door,0
4206,4206,34,let use next week princess,0
4207,4207,69,go home first lar wait 4 lor put stuff first,0
4208,4208,74,want kfc tuesday buy 2 meal 2 gravy 2 mark 2,0
4209,4209,102,da stupid da always sending like believe message pandy mental,0
4210,4210,22,oi gon na ring,0
4211,4211,72,missed call alert number called left message 07008009200,1
4212,4212,32,attended nothing,0
4213,4213,77,ard 530 like dat lor juz meet mrt station dun haf come,0
4214,4214,26,dear sleeping p,0
4215,4215,29,er mw im filled tuth aight,0
4216,4216,52,office around 4 pm going hospital,0
4217,4217,60,actually waiting 2 week start putting ad,0
4218,4218,44,anything lor go go lor,0
4219,4219,77,u free sat rite u wan 2 watch infernal affair wif n darren n mayb xy,0
4220,4220,263,plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,0
4221,4221,65,yo around friend mine lookin pick later tonight,0
4222,4222,31,stupid auto correct phone,0
4223,4223,73,double eviction week spiral michael good riddance,0
4224,4224,115,world suffers lot violence bad people silence good people,0
4225,4225,131,ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday,0
4226,4226,31,buy one egg da please,0
4227,4227,24,started skye,0
4228,4228,71,bookedthe hut also time way,0
4229,4229,23,several sir,0
4230,4230,79,u really pig leh sleep much dad wake 10 smth 2 eat lunch today,0
4231,4231,24,home please call,0
4232,4232,97,love hope anything drastic dare sell pc phone,0
4233,4233,71,reached home tired come tomorro,0
4234,4234,157,freemsg record indicate may entitled 3750 pound accident claim free reply yes msg opt text stop,1
4235,4235,160,u win 100 music gift voucher every week starting txt word draw 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription,1
4236,4236,38,life style garment account please,0
4237,4237,44,lol wtf random btw lunch break,0
4238,4238,88,sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx,0
4239,4239,155,lay man let know missed thought great day send bimbo ugo number ill appreciate safe,0
4240,4240,36,detroit home snow enjoy,0
4241,4241,135,show ur colour euro 2004 2 4 1 offer get england flag 3lions tone ur phone click following service message info,1
4242,4242,7,okie,0
4243,4243,71,aight chillin friend room text way,0
4244,4244,27,toshiba portege m100 gd,0
4245,4245,49,well welp sort semiobscure internet thing,0
4246,4246,105,text pas 69669 collect polyphonic ringtones normal gprs charge apply enjoy tone,1
4247,4247,74,accordingly repeat text word ok mobile phone send,1
4248,4248,46,loosu go hospital de dont let careless,0
4249,4249,23,much eighth,0
4250,4250,183,omg joanna freaking looked thru friend find photo asking stuff myspace even logged like year,0
4251,4251,118,send ur birthdate month year tel u ur life partner name method calculation reply must,0
4252,4252,92,juz havent woke bit blur blur dad went liao cant cum oso,0
4253,4253,38,clothes jewelry trip,0
4254,4254,157,block breaker come deluxe format new feature great graphic mobile buy 5 replying get bbdeluxe take challenge,1
4255,4255,87,aah cuddle would lush need lot tea soup kind fumbling,0
4256,4256,152,important information 4 orange user today lucky day 2find log onto http www urawinner com fantastic surprise awaiting,1
4257,4257,29,late,0
4258,4258,154,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,0
4259,4259,45,plan family set stone,0
4260,4260,24,pls dont forget study,0
4261,4261,69,never believe actually got taunton wow,0
4262,4262,141,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
4263,4263,114,broke list reason nobody town tell sarcastic faggy,0
4264,4264,132,lt decimal gt common car better buy china asia find le expensive holla,0
4265,4265,85,greatest test courage earth bear defeat without losing heart gn tc,0
4266,4266,75,sorry im stil fucked last nite went tobed 430 got 4 work 630,0
4267,4267,32,hey whats plan sat,0
4268,4268,37,beauty sleep help ur pimple,0
4269,4269,122,great hope using connection mode men also co never know old friend lead today,0
4270,4270,136,natalja 25 f inviting friend reply yes 440 440 see www sm ac u nat27081980 stop send stop frnd 62468,1
4271,4271,19,get,0
4272,4272,106,kind missed train co asthma attack nxt one half hr driving sure park,0
4273,4273,67,ball moving lot spin last difficult bat,0
4274,4274,51,haiyoh maybe hamster jealous million,0
4275,4275,40,please send aunty number,0
4276,4276,40,glad following dream,0
4277,4277,28,reached home finally,0
4278,4278,163,urgent important information 02 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting,1
4279,4279,158,winner valued network customer selected receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hour,1
4280,4280,152,wn u r hurt prsn close 2 u fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb,0
4281,4281,17,u call,0
4282,4282,138,science tell chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,0
4283,4283,60,yes come nyc audiitions trying relocate,0
4284,4284,28,pocked,0
4285,4285,142,congrats great wanted tell tell score co might make relax motivating thanks sharing,0
4286,4286,139,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care,0
4287,4287,80,hey mr whats name bill brison book one language word,0
4288,4288,34,okay good problem thanx,0
4289,4289,290,information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please try bullshit make want listen le,0
4290,4290,25,call u done,0
4291,4291,5,g w r,0
4292,4292,63,best watch say cause get drunk motherfucker,0
4293,4293,74,kit strip billed 150p netcollex ltd po box 1013 ig11 oja,1
4294,4294,155,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info www 100percent real com,1
4295,4295,81,please call 08712402578 immediately urgent message waiting,1
4296,4296,138,thesmszone com let send free anonymous masked message im sending message see potential abuse,1
4297,4297,162,well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh 1 50 pm max10mins,1
4298,4298,153,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,0
4299,4299,104,erm woodland avenue somewhere get parish magazine telephone number,0
4300,4300,82,ta job available let know please co really need start working,0
4301,4301,74,aiyar hard 2 type u later free tell call n scold n tell u,0
4302,4302,15,yup free,0
4303,4303,77,good good billy mate gone jogging enjoy concert,0
4304,4304,37,yo come carlos soon,0
4305,4305,129,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx,0
4306,4306,54,guess useless calling u 4 something important,0
4307,4307,63,ha ha popped loo hello ed hello,0
4308,4308,66,dint tell anything angry told abi,0
4309,4309,134,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu,1
4310,4310,329,happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,0
4311,4311,40,keep ten r shelf buy two egg,0
4312,4312,86,well babe swollen gland throat end,0
4313,4313,82,ur change 2 da report big co already made change 2 da previous report,0
4314,4314,24,captain room,0
4315,4315,111,speak bcaz mobile problem listen cann listen voice call later,0
4316,4316,156,hiya stu wot u 2 im much truble home moment evone hate even u wot hell av done wont u tell text bck please luv dan,0
4317,4317,36,take mokka player,0
4318,4318,35,still playing gautham,0
4319,4319,112,hey mr going sea view couple gay mean game give bell ya finish,0
4320,4320,72,k jason say gon na around around lt gt,0
4321,4321,61,sorry able get see morning,0
4322,4322,27,aight well keep informed,0
4323,4323,30,number sir,0
4324,4324,46,searching good dual sim mobile pa,0
4325,4325,32,seems unnecessarily hostile,0
4326,4326,43,dude got haircut breezy,0
4327,4327,161,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,1
4328,4328,154,1apple day doctor 1tulsi leaf day cancer 1lemon day fat 1cup milk day bone problms 3 litre watr day disease snd th 2 u care,0
4329,4329,55,thought king hill thing,0
4330,4330,27,nope come online,0
4331,4331,35,also tell said happy birthday,0
4332,4332,39,bishan lei tot say lavender,0
4333,4333,70,boo time u get u supposed take shopping today,0
4334,4334,115,u sound like manky scouse boy steve like travelling da bus home wot u inmind 4 recreation dis eve,0
4335,4335,68,fyi taking quick shower epsilon like lt gt min,0
4336,4336,29,tuesday night r u 4 real,0
4337,4337,27,yes appt,0
4338,4338,34,got outta class gon na go gym,0
4339,4339,66,want sent lt gt mesages today thats sorry hurt,0
4340,4340,21,write wat,0
4341,4341,139,ha say read anything way u seemed like 2 judgemental save friday pub,0
4342,4342,150,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best,0
4343,4343,49,hi asked waheeda fathima leave,0
4344,4344,19,enjoy urself tmr,0
4345,4345,40,still around could use half 8th,0
4346,4346,145,u 447801259231 secret admirer looking 2 make contact u find r reveal think ur special call 09058094597,1
4347,4347,113,give u back id proof lt gt r wont allow work come home within day,0
4348,4348,44,bot note oredi co juz rem got,0
4349,4349,51,yes rent expensive way save,0
4350,4350,156,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
4351,4351,33,hows pain dear r u smiling,0
4352,4352,157,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like 2 hit,0
4353,4353,163,important information 4 orange user 0789xxxxxxx today lucky day 2find log onto http www urawinner com fantastic surprise awaiting,1
4354,4354,32,sorry help,0
4355,4355,46,great send account number,0
4356,4356,142,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 c u 2mrw luv jaz,0
4357,4357,126,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p,1
4358,4358,36,send content page,0
4359,4359,117,night sweet sleep well see exorcism emily rose may never sleep hug snogs,0
4360,4360,94,think u got think use got good ni8,0
4361,4361,52,right second got ta hit people first,0
4362,4362,180,evry emotion dsn hav word evry wish dsn hav prayrs u smile world wit u othrwise even drop tear dsn lik 2 stay wit u b happy good morning keep smiling,0
4363,4363,39,remember,0
4364,4364,87,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,0
4365,4365,47,mm yes dear look hugging p,0
4366,4366,70,like dis sweater fr mango size already irritating,0
4367,4367,121,1 number 2 gon na massive pain as rather get involved possible,0
4368,4368,14,anytime lor,0
4369,4369,135,want new video handset 750 time network min unlimited text camcorder reply call 08000930705 del sat,1
4370,4370,142,purity friendship two smiling reading forwarded message smiling seeing name gud evng,0
4371,4371,133,ur balance 600 next question complete landmark big bob b barry c ben text b c 83738 good luck,1
4372,4372,23,fine absolutly fine,0
4373,4373,64,k sure consent form v,0
4374,4374,146,ur tonexs subscription renewed charged 4 50 choose 10 polys month www clubzed co uk billing msg,1
4375,4375,144,prize go another customer c www c biz 18 150p min polo ltd suite 373 london w1j 6hl please call back busy,1
4376,4376,25,much torch 9ja,0
4377,4377,45,nothing u dinner w u,0
4378,4378,36,checking,0
4379,4379,101,done internet connection v slow send try later first thing tomo,0
4380,4380,38,mathews tait edward anderson,0
4381,4381,142,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,0
4382,4382,51,need lar go engin co si art today,0
4383,4383,163,thanks honey still heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still,0
4384,4384,156,want new nokia 3510i colour phone delivered tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705,1
4385,4385,146,im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheer,0
4386,4386,27,watching live,0
4387,4387,41,see christmassy,0
4388,4388,25,k ready lt gt,0
4389,4389,151,know god created gap finger one made come amp fill gap holding hand love,0
4390,4390,85,greatest test courage earth bear defeat without losing heart gn tc,0
4391,4391,30,new year plan,0
4392,4392,72,recpt 1 3 ordered ringtone order processed,1
4393,4393,60,baaaaaaaabe wake miss crave need,0
4394,4394,74,got message ignoring yes shopping,0
4395,4395,61,dear mood cant drive brother drive,0
4396,4396,22,dad get back,0
4397,4397,408,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria le expensive much le expensive unless getting citizen rate new zealand,0
4398,4398,56,yes finished watching day life love,0
4399,4399,31,juz go google n search 4 qet,0
4400,4400,45,many time lose best one bcoz,0
4401,4401,138,good friend care close friend understand true friend stay forever beyond word beyond time gud ni8,0
4402,4402,22,getting back home,0
4403,4403,38,sorry call later lt gt min,0
4404,4404,53,dun need use dial juz open da browser n surf,0
4405,4405,132,one registered subscriber u enter draw 4 100 g b gift voucher replying enter unsubscribe text stop,1
4406,4406,93,awesome plan get time like lt gt text detail wee bit,0
4407,4407,283,take care sleep well need learn change life need get convinced wait conversation u get convinced time family many sens respect overemphasise u role life,0
4408,4408,83,chance win free bluetooth headset simply reply back adp,1
4409,4409,36,also didnt get na hi hi hi hi hi,0
4410,4410,60,ya cant display internal sub got ta extract,0
4411,4411,36,said anything wrong sorry de,0
4412,4412,154,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,0
4413,4413,103,stupid say challenge god dont think write instead respond immed,0
4414,4414,65,yeah able text ready meet,0
4415,4415,149,v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,0
4416,4416,200,say quitting least5times day wudn take much notice nah mind gon na see want come taunton tonight u tell,0
4417,4417,26,get free call,0
4418,4418,124,little darling far week need coffee run tomo believe time week already,0
4419,4419,31,ok msg u b4 leave house,0
4420,4420,65,still west coast haiz take forever come back,0
4421,4421,39,mmm fuck merry christmas,0
4422,4422,83,alright thanks advice enjoy night try get sleep,0
4423,4423,42,update face book status frequently,0
4424,4424,35,saw message k da,0
4425,4425,23,something u ate,0
4426,4426,41,bank say money,0
4427,4427,72,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,0
4428,4428,66,hey r watching movie tonight prob b home early,0
4429,4429,43,yar lor u noe u used dat route,0
4430,4430,46,2mro coming gym machan goodnight,0
4431,4431,116,dont think need yellow card uk travel ask someone gone lt gt buck,0
4432,4432,56,u look 4 da lib got stuff havent finish yet,0
4433,4433,55,sound great im going sleep good night,0
4434,4434,137,b floppy b snappy happy gay chat service photo upload call 08718730666 10p min 2 stop text call 08712460324,1
4435,4435,166,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,0
4436,4436,29,come u got nothing,0
4437,4437,96,nothing ever easy looking reason take risk life love,0
4438,4438,36,want grasp pretty booty,0
4439,4439,49,got tea sure flavour,0
4440,4440,61,going 2 orchard laready reaching soon u reaching,0
4441,4441,39,dear denying word please,0
4442,4442,141,know old dom told yesterday name roger got touch last night want meet today 2 pm,0
4443,4443,30,come back tampa ffffuuuuuuu,0
4444,4444,30,2 celebrate else,0
4445,4445,31,merry christmas u annie,0
4446,4446,73,please tell special stock talking,0
4447,4447,25,sent like,0
4448,4448,161,urgent ur awarded complimentary trip eurodisinc trav aco entry41 1000 claim txt dis 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj,1
4449,4449,29,awesome minute,0
4450,4450,381,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad,0
4451,4451,69,told everything stop dont let get dehydrated,0
4452,4452,26,guess lt gt min,0
4453,4453,36,home ard wat time u reach,0
4454,4454,278,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person,0
4455,4455,68,want mapquest something look usf dogwood drive,0
4456,4456,50,aight plan come later tonight,0
4457,4457,89,die accidentally deleted e msg suppose 2 put e sim archive haiz sad,0
4458,4458,151,welcome uk mobile date msg free giving free calling 08719839835 future mg billed 150p daily cancel send go stop 89123,1
4459,4459,237,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,0
4460,4460,236,thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,0
4461,4461,95,sorry flaked last night shit seriously goin roommate tonight,0
4462,4462,85,said look pretty wif long hair wat thk cutting quite short 4 leh,0
4463,4463,44,ranjith cal drpd deeraj deepak 5min hold,0
4464,4464,99,cheer callin babe sozi culdnt talkbut wannatell u detail later wenwecan chat properly x,0
